contentid,contenttypeid,name,address,addr2,lon,lat,cat1,cat2,cat3,image_url,tel,sub_category,sido,source
403515,39,고래불,서울특별시 강남구 논현로79길 62 (역삼동),,127.0339707338,37.4963300643,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/01/3584401_image2_1.jpg,,한식,서울특별시,tourapi_food
133854,39,고려삼계탕,서울특별시 중구 서소문로11길 1 (서소문동),,126.9729271831,37.5630517738,A05,A0502,A05020100,,,한식,서울특별시,tourapi_food
2663450,39,고려정,서울특별시 영등포구 국제금융로6길 30 (여의도동),,126.9266186801,37.521775185,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/51/2663451_image2_1.jpg,,한식,서울특별시,tourapi_food
2839061,39,고른햇살,서울특별시 성북구 개운사길 14,,127.0294741271,37.5870583326,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/47/2839047_image2_1.jpg,,한식,서울특별시,tourapi_food
2900309,39,고미정,서울특별시 서대문구 연희로26길 28 (연희동),,126.9370385134,37.5727583353,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/06/2900306_image2_1.jpg,,한식,서울특별시,tourapi_food
2371881,39,고성막국수,서울특별시 강서구 방화대로49길 6-7,,126.8161299653,37.5774278543,A05,A0502,A05020100,,02-2665-1205,한식,서울특별시,tourapi_food
2849296,39,고센인코퍼레이티드 청담점,서울특별시 강남구 선릉로158길 18,,127.0414470115,37.525260172,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/86/2849286_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
3446770,39,고카페 용산아이파크몰점,서울특별시 용산구 한강대로23길 55 (한강로3가),더 센터5층,126.9647566449,37.5298249324,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/60/3446560_image2_1.jpg,02-2012-2189,카페·디저트,서울특별시,tourapi_food
2869819,39,골드피쉬 딤섬퀴진,서울특별시 강남구 압구정로48길 35 (신사동),,127.0371223814,37.526123883,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/06/2869806_image2_1.jpg,,중식,서울특별시,tourapi_food
2834563,39,골목떡볶이,서울특별시 송파구 문정로1길 33,,127.1234850164,37.4891019577,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/59/2834559_image2_1.jpg,,한식,서울특별시,tourapi_food
2782825,39,골목집,서울특별시 영등포구 도림로125길 34 (문래동2가),,126.8931053057,37.5133061252,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/74/2782574_image2_1.jpg,,한식,서울특별시,tourapi_food
133868,39,곰바위,서울특별시 강남구 영동대로115길 10 (삼성동),,127.0588318325,37.5149422384,A05,A0502,A05020100,,02-511-0068,한식,서울특별시,tourapi_food
2779128,39,공기(Gongi),서울특별시 용산구 이태원로45길 4,(한남동),126.9993644218,37.536252584,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/18/3572218_image2_1.jpg,,한식,서울특별시,tourapi_food
2839074,39,공푸,서울특별시 성북구 삼선교로24길 29,,127.0161225147,37.5888662157,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/65/2839065_image2_1.jpg,,중식,서울특별시,tourapi_food
2844918,39,광양불고기,서울특별시 송파구 백제고분로39길 6 (석촌동),,127.1054750906,37.5050775567,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/13/2844913_image2_1.jpg,,한식,서울특별시,tourapi_food
232271,39,광양불고기본가,서울특별시 강남구 도곡로99길 16,,127.0660509898,37.5018994384,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/93/3109393_image2_1.JPG,02-567-8494,한식,서울특별시,tourapi_food
2794769,39,광장싸롱 1961,서울특별시 종로구 동호로 403-3 (종로5가),,127.0016854663,37.5703653287,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/89/2794889_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
2849659,39,광주똑순이아구찜,서울특별시 강서구 강서로 375-8 정호빌딩,,126.8378757098,37.55943589,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/53/2849653_image2_1.jpg,,한식,서울특별시,tourapi_food
2543919,39,광화문 세종클럽,서울특별시 종로구 새문안로5가길 7 (내수동),,126.9740518037,37.5728256579,A05,A0502,A05020700,,,체험음식,서울특별시,tourapi_food
2914214,39,광화문국밥,서울특별시 중구 세종대로21길 53 (정동),,126.9754462294,37.5690039051,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/09/2914209_image2_1.jpg,,한식,서울특별시,tourapi_food
2853913,39,괴르츠,서울특별시 마포구 토정로 136-13 (상수동),,126.9258347656,37.5449169264,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/06/2853906_image2_1.jpg,,서양식,서울특별시,tourapi_food
2853890,39,교다이야,서울특별시 마포구 성지길 39 (합정동),,126.9132191921,37.5469081365,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/83/2853883_image2_1.jpg,,일식,서울특별시,tourapi_food
2836141,39,구기동오면,서울특별시 종로구 진흥로 455 (구기동),,126.9589188753,37.6072324975,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/34/2836134_image2_1.jpg,,한식,서울특별시,tourapi_food
2873289,39,구수옥설렁탕,서울특별시 관악구 남부순환로 1674 (신림동),,126.9365160531,37.484410258,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/80/2873280_image2_1.jpg,,한식,서울특별시,tourapi_food
2789667,39,구스아일랜드 브루하우스,서울특별시 강남구 역삼로 118 (역삼동),,127.0321959757,37.4934831403,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/57/2796157_image2_1.jpg,,체험음식,서울특별시,tourapi_food
2895211,39,구욱희씨,서울특별시 성동구 서울숲4길 12-22,"1층,2층",127.0418907953,37.5471631921,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/08/2895208_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
2895236,39,구펠,서울특별시 성동구 왕십리로14길 30-1 (성수동1가),,127.0470125152,37.548413139,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/26/2895226_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
403337,39,국시집,서울특별시 성북구 창경궁로43길 9,,127.0043374886,37.5884827151,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/93/3574793_image2_1.jpg,02-762-1924,한식,서울특별시,tourapi_food
403283,39,국화정원,서울특별시 성북구 성북로 154 (성북동),,126.9927189286,37.5946179043,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/23/3578623_image2_1.jpg,,한식,서울특별시,tourapi_food
2778425,39,군산오징어 본점,서울특별시 송파구 삼학사로 101,(삼전동),127.0970258234,37.5063411468,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/94/3578694_image2_1.jpg,,한식,서울특별시,tourapi_food
2914730,39,군산찜,서울특별시 마포구 새터산길 2 (성산동),,126.9074108771,37.5650253711,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/22/2914722_image2_1.jpg,,한식,서울특별시,tourapi_food
2901437,39,굴림,서울특별시 성동구 성수이로5길 1 (성수동2가),,127.0535955921,37.5363285496,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/27/2901427_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
232218,39,궁나라냉면묵밥,서울특별시 종로구 지봉로12길 6,,127.0158673219,37.5769092675,A05,A0502,A05020100,,,한식,서울특별시,tourapi_food
2870435,39,권숙수,서울특별시 강남구 압구정로80길 37 (청담동),,127.0435940627,37.5244297515,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/10/2870410_image2_1.jpg,,한식,서울특별시,tourapi_food
2898994,39,그라데이션커피,서울특별시 성동구 상원12길 24-1 (성수동1가),,127.0503093754,37.5505990552,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/82/2898982_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
2864251,39,그라운드62(GROUND62),서울특별시 종로구 평창길 62 (평창동),,126.9632267839,37.6083768858,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/40/2864240_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
1515607,39,그란구스또,서울특별시 강남구 삼성로 340,"1, 2층",127.0595765768,37.5019687584,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/95/1514395_image2_1.jpg,0507-1322-3960,서양식,서울특별시,tourapi_food
2870471,39,그랑씨엘,서울특별시 강남구 도산대로45길 16-6,1층,127.035853128,37.523443616,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/61/2870461_image2_1.jpg,,서양식,서울특별시,tourapi_food
2839324,39,그레도제빵사,서울특별시 성북구 화랑로 304 진성38 빌딩,1층,127.0622259471,37.6134364113,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/15/2839315_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
403305,39,그릭조이,서울특별시 마포구 성지1길 6,,126.913774659,37.5482552117,A05,A0502,A05020200,,02-338-2100,서양식,서울특별시,tourapi_food
2894873,39,그린랩,서울특별시 성동구 서울숲2길 18-11,,127.040593698,37.5469020873,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/64/2894864_image2_1.JPG,,카페·디저트,서울특별시,tourapi_food
135627,39,그릴에이치(Grill H),서울특별시 강남구 도산대로 439,,127.0437551686,37.524077018,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/05/1490605_image2_1.jpg,02-3446-5547,서양식,서울특별시,tourapi_food
2846970,39,금강산감자탕 방이점,서울특별시 송파구 위례성대로 34 (방이동),,127.1160377125,37.5158459413,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/68/2846968_image2_1.jpg,,한식,서울특별시,tourapi_food
1882945,39,금강수림,서울특별시 강남구 강남대로 240,,127.0344460047,37.4852202516,A05,A0502,A05020100,,,한식,서울특별시,tourapi_food
2652993,39,금동화로숯불구이,서울특별시 중구 퇴계로41길 35 (인현동2가),1층,126.9954084594,37.5633354777,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/58/2654758_image2_1.jpg,02-2264-3002,한식,서울특별시,tourapi_food
2778424,39,금돼지식당,서울특별시 중구 다산로 149 (신당동),,127.0116932624,37.5571475999,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/68/3591068_image2_1.jpg,,한식,서울특별시,tourapi_food
2671202,39,금룡,서울특별시 영등포구 국회대로70길 19 (여의도동),,126.9208523275,37.5292714336,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/07/2671207_image2_1.jpg,02-785-0609,중식,서울특별시,tourapi_food
2789192,39,금문,서울특별시 종로구 창경궁로 269-1 (혜화동),,127.0006406888,37.585466333,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/04/2789804_image2_1.jpg,,중식,서울특별시,tourapi_food
2653000,39,금성관나주곰탕,서울특별시 중구 남대문로 29,,126.9788572423,37.5614826177,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/48/2661548_image2_1.jpg,02-753-7898,한식,서울특별시,tourapi_food
2544579,39,금용문,서울특별시 종로구 새문안로5가길 7 (내수동),2층,126.9740518037,37.5728256579,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/54/2544554_image2_1.bmp,02-731-2502,중식,서울특별시,tourapi_food
2901550,39,기미사 성수,서울특별시 성동구 성수이로26길 47 (성수동2가),,127.0627889477,37.5451860192,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/33/2901533_image2_1.jpg,,카페·디저트,서울특별시,tourapi_food
2029960,39,기와,서울특별시 용산구 한강대로21나길 40 (한강로3가),,126.9640706549,37.5277557163,A05,A0502,A05020100,,02-710-7777,한식,서울특별시,tourapi_food
2850314,39,기절초풍왕순대,서울특별시 관악구 봉천로62길 2 (봉천동),,126.9584336783,37.4781641526,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/04/2850304_image2_1.jpg,,한식,서울특별시,tourapi_food
2901568,39,기후,서울특별시 성동구 성수이로 66 서울숲 드림타워,1층 106호,127.0561480144,37.5406725356,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/59/2901559_image2_1.jpg,,일식,서울특별시,tourapi_food
2849681,39,긴꼬리초밥,서울특별시 강서구 공항대로 269-15 (마곡동),,126.8372563156,37.5596636302,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/78/2849678_image2_1.jpg,,일식,서울특별시,tourapi_food
2870486,39,길목,서울특별시 강남구 영동대로129길 10 (삼성동),,127.0564180465,37.5190778257,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/75/2870475_image2_1.jpg,,한식,서울특별시,tourapi_food
2869101,39,김북순큰남비집 신사본점,"서울특별시 강남구 압구정로2길 15 (신사동, 신사아이빌)",,127.0199713168,37.5207714188,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/92/2869092_image2_1.JPG,,한식,서울특별시,tourapi_food
2918773,39,김삼보김치찌개,서울특별시 서대문구 명물길 62 오시리스타워,1층,126.9396164452,37.5589849824,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/00/3580400_image2_1.jpg,,한식,서울특별시,tourapi_food
2871497,39,김수사,서울특별시 강남구 도산대로12길 7 (논현동),,127.0237710695,37.5172691162,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/82/2871482_image2_1.jpg,,일식,서울특별시,tourapi_food
2853997,39,김영섭초밥,서울특별시 마포구 월드컵북로 352-18 (상암동),,126.8933312477,37.5777125327,A05,A0502,A05020300,http://tong.visitkorea.or.kr/cms/resource/84/2853984_image2_1.jpg,,일식,서울특별시,tourapi_food
403407,39,까델루뽀,서울특별시 종로구 자하문로16길 5-5,,126.9713490183,37.5817995664,A05,A0502,A05020200,,02-734-5233,서양식,서울특별시,tourapi_food
2870271,39,까폼,서울특별시 강남구 선릉로153길 18,지하1층,127.0380140003,37.524935148,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/70/2870270_image2_1.jpg,,체험음식,서울특별시,tourapi_food
2786045,39,깔리,서울특별시 종로구 대학로11길 43,(명륜4가)171번지 2층,126.999271453,37.5825166505,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/29/2792529_image2_1.jpg,,체험음식,서울특별시,tourapi_food
2871082,39,꺼거,서울특별시 용산구 한강대로48길 10,,126.9711421239,37.5316053954,A05,A0502,A05020400,http://tong.visitkorea.or.kr/cms/resource/09/3587009_image2_1.jpg,,중식,서울특별시,tourapi_food
2851700,39,꼬숑돈까스,서울특별시 서대문구 명물1길 2,,126.9373722395,37.5577739722,A05,A0502,A05020300,,,일식,서울특별시,tourapi_food
2839004,39,꼼떼 바베큐 둔촌본점,서울특별시 강동구 동남로51길 9,,127.1496369415,37.5331334298,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/97/2838997_image2_1.jpg,,서양식,서울특별시,tourapi_food
2847862,39,꽁티드툴레아,서울특별시 강남구 도산대로49길 39,,127.0369085263,37.5256156049,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/51/2847851_image2_1.jpg,,한식,서울특별시,tourapi_food
2708791,39,"꽃,밥에피다",서울특별시 종로구 인사동16길 3-6,(관훈동),126.9840397113,37.5753422114,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/05/2705105_image2_1.jpg,,한식,서울특별시,tourapi_food
2859916,39,꾸띠자르당,서울특별시 용산구 보광로 120 (이태원동),,126.9946177098,37.5335000407,A05,A0502,A05020200,http://tong.visitkorea.or.kr/cms/resource/03/2859903_image2_1.jpg,,서양식,서울특별시,tourapi_food
2894842,39,꾸아 성수점,서울특별시 성동구 왕십리로 94-2 (성수동1가),,127.0449294351,37.5461744723,A05,A0502,A05020700,http://tong.visitkorea.or.kr/cms/resource/17/2894817_image2_1.jpg,,체험음식,서울특별시,tourapi_food
2717322,39,꾸에바마테라,서울특별시 용산구 소월로20길 28-1,(용산동2가),126.9852293414,37.5453318316,A05,A0502,A05020900,,010-9793-7999,카페·디저트,서울특별시,tourapi_food
2839528,39,꿀꿀진순대 강동본점,서울특별시 강동구 양재대로103길 70 강동아너스빌,1층,127.1342077641,37.5340358242,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/17/2839517_image2_1.jpg,,한식,서울특별시,tourapi_food
3442723,39,꿈콩카페,서울특별시 은평구 연서로50길 8 (진관동),,126.9380226193,37.6403865997,A05,A0502,A05020900,http://tong.visitkorea.or.kr/cms/resource/47/3443247_image2_1.JPG,,카페·디저트,서울특별시,tourapi_food
3094113,39,나누미떡볶이,서울특별시 종로구 성균관로 9-1 (명륜2가),,126.9979270937,37.5838331404,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/12/3094112_image2_1.jpg,,한식,서울특별시,tourapi_food
2849386,39,나리의 집,서울특별시 용산구 이태원로 245,,127.0002559896,37.5368775275,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/58/3568658_image2_1.jpg,,한식,서울특별시,tourapi_food
2788760,39,낙동강,서울특별시 중구 을지로1길 34 (다동),,126.9798764188,37.5676846934,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/20/2789520_image2_1.jpg,,한식,서울특별시,tourapi_food
2847196,39,낙산냉면,서울특별시 종로구 지봉로5길 8 (창신동),,127.0152757763,37.5745400875,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/90/2847190_image2_1.jpg,,한식,서울특별시,tourapi_food
2843520,39,난포,서울특별시 성동구 서울숲4길 18-8 (성수동1가),,127.0426907243,37.5471076572,A05,A0502,A05020100,http://tong.visitkorea.or.kr/cms/resource/15/2843515_image2_1.jpg,,한식,서울특별시,tourapi_food
