start_lat,start_lon,end_lat,end_lon,length_km,width_m,road_type,is_official,is_wide_road,safety_index,tourist_count,cultural_count,leisure_count,facility_count,tourism_score,district_danger,road_attr_score,safety_score,final_score
37.60784662,127.0256314,37.60689004,127.0263731,0.32,1.2,,,0,0.054,2,0,0,10,0.09948263118994828,0.253623188405797,0.07796866650992797,0.4790498777892899,0.32722297914955323
37.60689004,127.0263731,37.60784662,127.0256314,0.32,1.2,,,0,0.054,2,0,0,10,0.09948263118994828,0.253623188405797,0.07796866650992797,0.4790498777892899,0.32722297914955323
37.5826996,127.0291277,37.5866277,127.0289451,0.35,3.5,,,1,0.2273,2,6,0,11,0.24764227642276423,0.253623188405797,0.3259110436659756,0.5374916884445629,0.42155192363584343
37.62041504,127.0498681,37.61747619,127.0522071,0.4,1.6,,,0,0.0845,1,1,1,3,0.08675535846267554,0.253623188405797,0.12171244149015753,0.4893235557980309,0.32829627686388874
37.61747619,127.0522071,37.62041504,127.0498681,0.4,1.6,,,0,0.0845,1,1,1,3,0.08675535846267554,0.253623188405797,0.12171244149015753,0.4893235557980309,0.32829627686388874
37.61666802,127.0490186,37.61942694,127.0537727,0.5,2.2,,,1,0.1301,1,1,1,2,0.08493717664449373,0.253623188405797,0.18716139098467524,0.5233894012512802,0.3480085114085656
37.61942694,127.0537727,37.61666802,127.0490186,0.5,1.5,,,0,0.0774,1,1,1,2,0.08493717664449373,0.253623188405797,0.11177677560005986,0.4910879540880788,0.32862764311064474
37.62190944,127.0515453,37.61754444,127.0550821,0.55,1.5,,,0,0.0776,1,1,1,2,0.08493717664449373,0.253623188405797,0.1121935580396264,0.4910879540880788,0.32862764311064474
37.62190944,127.0515453,37.61754444,127.0550821,0.55,1.5,,,0,0.0776,1,1,1,2,0.08493717664449373,0.253623188405797,0.1121935580396264,0.4910879540880788,0.32862764311064474
37.6182874,127.0465041,37.62190944,127.0515453,0.6,1.5,,,0,0.0778,1,1,1,2,0.08493717664449373,0.253623188405797,0.11261034047919294,0.49108882390736897,0.32862816500221886
37.35962937,126.9343619,37.36055954,126.9370769,0.52,1.5,자전거보행자겸용도로,Y,0,0.0775,2,0,0,0,0.0813008130081301,0.253623188405797,0.11194348857588647,0.4910879540880788,0.3271730976560993
37.36090746,126.9359854,37.36019036,126.9340594,0.08,1.5,자전거보행자겸용도로,Y,0,0.0756,2,0,0,0,0.0813008130081301,0.253623188405797,0.10827580310770087,0.48795468783395923,0.32529313790362757
37.36019036,126.9340594,37.36102307,126.9353158,0.14,4.0,자전거보행자겸용도로,Y,1,0.264,2,0,0,0,0.0813008130081301,0.253623188405797,0.37800671126595,0.5386465509280616,0.35570825576008896
37.35339482,126.9478712,37.35336498,126.9470557,0.23,4.0,자전거보행자겸용도로,Y,1,0.2644,0,1,0,0,0.02439024390243903,0.253623188405797,0.3787569196571698,0.5386465509280616,0.33294402811781254
37.35237537,126.9291997,37.35604118,126.9322383,0.8,1.5,자전거보행자겸용도로,Y,0,0.0787,2,0,0,0,0.0813008130081301,0.253623188405797,0.11427747023745913,0.4929241583442724,0.32827482020981547
37.35249044,126.9245391,37.34687273,126.9235986,1.2,1.5,자전거보행자겸용도로,Y,0,0.0804,2,1,0,0,0.10569105691056913,0.253623188405797,0.11761172975399149,0.49447515757816923,0.33896151731112917
37.34351256,126.927384,37.34874488,126.9257194,0.5,1.5,자전거보행자겸용도로,Y,0,0.0774,2,0,0,0,0.0813008130081301,0.253623188405797,0.11177677560005986,0.4910879540880788,0.3271730976560993
37.34543137,126.9372674,37.3451357,126.9363468,0.12,1.5,자전거보행자겸용도로,Y,0,0.0757,0,0,0,0,0.0,0.253623188405797,0.1086092290593541,0.48795468783395923,0.29277281270037553
37.34306554,126.938879,37.34745482,126.941509,0.73,1.5,자전거보행자겸용도로,Y,0,0.0784,0,0,0,0,0.0,0.253623188405797,0.11369397482206596,0.49241601624379305,0.2954496097462758
37.35110257,126.9397612,37.36016225,126.9434603,1.75,1.5,자전거보행자겸용도로,Y,0,0.0827,0,0,0,0,0.0,0.253623188405797,0.1221963365892235,0.4974371700485742,0.2984623020291445
37.36893367,126.9280805,37.36828022,126.9272717,0.3,2.0,자전거보행자겸용도로,Y,1,0.1141,3,0,0,0,0.12195121951219515,0.253623188405797,0.16395579968794752,0.49651453625264913,0.34668920955646754
37.36393451,126.9334703,37.36765889,126.9325418,0.22,2.0,자전거보행자겸용도로,Y,1,0.1138,3,0,0,0,0.12195121951219515,0.253623188405797,0.16328894778464104,0.4959400100548411,0.34634449383778276
37.37065686,126.9291649,37.3693104,126.932429,0.98,1.0,자전거보행자겸용도로,Y,0,0.0418,3,0,0,0,0.12195121951219515,0.253623188405797,0.06193173317374485,0.47253088930650344,0.3322990213887801
37.35761527,126.9236481,37.36294594,126.9218369,2.5,2.0,자전거보행자겸용도로,Y,1,0.1236,2,1,0,0,0.10569105691056913,0.253623188405797,0.18229422702887554,0.5140215254260218,0.3506893380198407
37.36521835,126.9473185,37.34762989,126.9502829,4.6,1.5,자전거보행자겸용도로,Y,0,0.095,0,1,0,0,0.02439024390243903,0.253623188405797,0.14595293564451664,0.50918873321659,0.3152693374909296
37.36980577,126.9374059,37.36464739,126.9403482,2.24,2.0,자전거보행자겸용도로,Y,1,0.1225,2,0,0,0,0.0813008130081301,0.253623188405797,0.1801269583431295,0.5127688444656517,0.34018163188264305
37.3216778,126.9417538,37.31637146,126.9191013,8.11,1.5,자전거보행자겸용도로,Y,0,0.1101,0,0,0,0,0.0,0.253623188405797,0.17521106290208818,0.5165884899663143,0.3099530939797886
37.3703838,126.9400547,37.3578177,126.9245094,4.6,1.5,자전거보행자겸용도로,Y,0,0.095,2,1,0,0,0.10569105691056913,0.253623188405797,0.14595293564451664,0.50918873321659,0.34778966269418166
37.37228787,126.9433873,37.35101025,126.9609251,13.62,1.2,자전거보행자겸용도로,Y,0,0.1112,0,1,0,0,0.02439024390243903,0.253623188405797,0.18883279543462927,0.5378057146052605,0.33243952632413193
37.36376629,126.9437366,37.32383316,126.9398844,13.96,1.5,자전거보행자겸용도로,Y,0,0.1352,0,0,0,0,0.0,0.253623188405797,0.22397460833137411,0.5422571951879755,0.32535431711278534
37.37056655,126.9265853,37.35662216,126.9599355,8.42,1.5,자전거보행자겸용도로,Y,0,0.1114,3,0,0,0,0.12195121951219515,0.253623188405797,0.17779511402740078,0.5167341498949708,0.3588209777418605
37.37228787,126.9433873,37.32326962,126.9174404,13.12,2.0,자전거보행자겸용도로,Y,1,0.1693,2,0,0,0,0.0813008130081301,0.253623188405797,0.27081881719281,0.5466606648912462,0.36051672413799973
37.31357799,126.9245972,37.31668323,126.9250286,0.69,1.5,자전거보행자겸용도로,Y,0,0.0782,0,0,0,0,0.0,0.253623188405797,0.11336054887041273,0.49156971016416895,0.29494182609850134
37.3183844,126.9181216,37.31637146,126.9191013,0.26,1.5,자전거보행자겸용도로,Y,0,0.0763,0,0,0,0,0.0,0.253623188405797,0.10977621989014043,0.48795468783395923,0.29277281270037553
37.32640352,126.9430357,37.3247877,126.9425536,0.1,4.0,자전거보행자겸용도로,Y,1,0.2638,0,0,0,0,0.0,0.253623188405797,0.3776732853142968,0.5386465509280616,0.3231879305568369
37.32587274,126.9421544,37.32640352,126.9430357,0.12,4.0,자전거보행자겸용도로,Y,1,0.2639,0,0,0,0,0.0,0.253623188405797,0.3778399982901234,0.5386465509280616,0.3231879305568369
37.32782674,126.9387765,37.32625688,126.9400354,1.23,4.0,자전거보행자겸용도로,Y,1,0.2687,0,0,0,0,0.0,0.253623188405797,0.3870925684485007,0.5432729017735367,0.325963741064122
37.3262506,126.9373024,37.3255027,126.9394622,0.64,4.0,자전거보행자겸용도로,Y,1,0.2661,0,0,0,0,0.0,0.253623188405797,0.38217453566161547,0.5397529206617034,0.3238517523970221
37.32383712,126.9351796,37.3222598,126.9448125,1.6,2.0,자전거보행자겸용도로,Y,1,0.1197,0,0,0,0,0.0,0.253623188405797,0.1747921431166777,0.5118867271074009,0.3071320362644405
37.32508903,126.9367035,37.32366433,126.9465518,1.28,3.0,자전거보행자겸용도로,Y,1,0.1936,0,0,0,0,0.0,0.253623188405797,0.2798170431957595,0.5348346173366242,0.3209007704019745
37.33538302,126.9077457,37.35443607,126.8967938,2.37,3.0,자전거보행자겸용도로,Y,1,0.1983,2,0,0,0,0.0813008130081301,0.253623188405797,0.2889029003783102,0.5348971951069366,0.35345864226741397
37.31978738,126.8872062,37.32832781,126.9171789,3.73,2.0,자전거보행자겸용도로,Y,1,0.1289,2,0,0,0,0.0813008130081301,0.253623188405797,0.19254707504221258,0.5280092290227366,0.349325862616894
37.33028283,126.9153444,37.32882956,126.9166121,0.19,2.0,자전거보행자겸용도로,Y,1,0.1137,0,0,0,0,0.0,0.253623188405797,0.1630388783209011,0.4959400100548411,0.29756400603290467
37.32652787,126.9193241,37.32832781,126.9171789,0.3,3.0,자전거보행자겸용도로,Y,1,0.1894,0,0,0,0,0.0,0.253623188405797,0.2716481073802552,0.5325948620222223,0.31955691721333335
37.34110908,126.9378039,37.33630959,126.9351935,2.0,1.5,자전거보행자겸용도로,Y,0,0.0838,0,0,0,0,0.0,0.253623188405797,0.12428024878705624,0.49755725584774446,0.29853435350864665
37.34414801,126.9538537,37.34597581,126.9490649,0.5,1.5,자전거보행자겸용도로,Y,0,0.0774,0,1,0,0,0.02439024390243903,0.253623188405797,0.11177677560005986,0.4910879540880788,0.3044088700138229
37.34953381,126.9572294,37.34441635,126.9572653,1.4,2.0,자전거보행자겸용도로,Y,1,0.1189,0,1,0,0,0.02439024390243903,0.253623188405797,0.17312501335841154,0.5117865041033977,0.3168280000230142
37.36596056,126.9539627,37.35662216,126.9599355,1.36,1.5,자전거보행자겸용도로,Y,0,0.0811,0,0,0,0,0.0,0.253623188405797,0.11894543356060444,0.4959540347549693,0.2975724208529816
37.36006897,126.949241,37.36430987,126.9579042,0.9,2.0,자전거보행자겸용도로,Y,1,0.1167,0,0,0,0,0.0,0.253623188405797,0.16895718896274606,0.5075814427677652,0.3045488656606591
37.36042881,126.9283859,37.36019041,126.9243504,0.45,2.0,자전거보행자겸용도로,Y,1,0.1148,2,1,0,0,0.10569105691056913,0.253623188405797,0.16520614700664715,0.4985459994851435,0.34140402245531376
37.739721,127.436727,37.745165,127.43601,0.55,3.0,자전거우선도로,Y,1,0.1905,0,0,0,0,0.0,0.253623188405797,0.2737320195780879,0.5331336842107448,0.3198802105264469
37.731484,127.426524,37.739721,127.436727,1.74,2.0,자전거보행자겸용도로,Y,1,0.1203,0,0,0,0,0.0,0.253623188405797,0.17595913394746404,0.5123965971573239,0.3074379582943943
37.733179,127.419547,37.731484,127.426524,0.63,5.0,자전거우선도로,Y,1,0.3414,0,0,0,0,0.0,0.253623188405797,0.48978348686600975,0.5527571434549878,0.3316542860729927
37.733152,127.413653,37.733179,127.419547,0.61,4.0,자전거보행자겸용도로,Y,1,0.266,0,0,0,0,0.0,0.253623188405797,0.3819244661978755,0.5397529206617034,0.3238517523970221
37.697195,127.385693,37.733152,127.413653,5.4,2.5,자전거보행자겸용도로,Y,1,0.1737,2,1,0,0,0.10569105691056913,0.253623188405797,0.26031376236988907,0.5415197776066308,0.36718828932820613
37.695039,127.384785,37.697195,127.385693,0.29,3.0,자전거보행자겸용도로,Y,1,0.1894,1,1,0,0,0.06504065040650407,0.253623188405797,0.2715647508923419,0.5325948620222223,0.34557317737593496
37.67774,127.37666,37.695039,127.384785,2.5,3.0,자전거보행자겸용도로,Y,1,0.1989,2,1,0,0,0.10569105691056913,0.253623188405797,0.28998653472118324,0.5349324639134829,0.3632359011123174
37.840334,127.513759,37.846917,127.508016,0.65,2.5,자전거우선도로,Y,1,0.1533,0,0,0,0,0.0,0.253623188405797,0.2207194306110672,0.5293282347411195,0.31759694084467166
37.834461,127.517185,37.840334,127.513759,0.67,2.5,자전거보행자겸용도로,Y,1,0.1534,0,0,0,0,0.0,0.253623188405797,0.22088614358689382,0.5293282347411195,0.31759694084467166
37.83167,127.518273,37.834461,127.517185,0.3,4.0,자전거우선도로,Y,1,0.2647,0,1,0,0,0.02439024390243903,0.253623188405797,0.37934041507256294,0.5386465509280616,0.33294402811781254
37.847085,127.506159,37.85847,127.516326,1.9,1.5,자전거전용도로,Y,0,0.0834,0,0,0,0,0.0,0.253623188405797,0.12344668390792314,0.4974223632310028,0.2984534179386017
37.876051,127.527433,37.881911,127.548394,2.7,3.0,자전거우선도로,Y,1,0.1997,0,0,0,0,0.0,0.253623188405797,0.2916536644794494,0.5349324639134829,0.32095947834808974
37.864708,127.53019,37.876051,127.527433,1.3,2.9,자전거우선도로,Y,1,0.1862,0,0,0,0,0.0,0.253623188405797,0.26921452540235535,0.5342033814111532,0.3205220288466919
37.855675,127.514975,37.864708,127.53019,2.0,2.9,자전거우선도로,Y,1,0.1892,0,0,0,0,0.0,0.253623188405797,0.275049479556287,0.5349346814029448,0.32096080884176686
37.854408,127.512206,37.855675,127.514975,0.6,3.4,자전거우선도로,Y,1,0.2208,0,0,0,0,0.0,0.253623188405797,0.3172257250945775,0.5384746069540253,0.32308476417241516
37.847096,127.506113,37.854408,127.512206,1.28,3.4,자전거우선도로,Y,1,0.2237,0,0,0,0,0.0,0.253623188405797,0.3228939662726826,0.542084477259193,0.32525068635551574
37.843698,127.505464,37.847096,127.506113,0.39,3.4,자전거전용도로,Y,1,0.2199,0,0,0,0,0.0,0.253623188405797,0.31547523884839807,0.538409160302167,0.3230454961813002
37.840184,127.506712,37.843698,127.505464,0.89,3.4,자전거우선도로,Y,1,0.2221,0,0,0,0,0.0,0.253623188405797,0.3196430632440635,0.539942881330493,0.32396572879829577
37.823395,127.348983,37.826503,127.347988,0.5,1.5,자전거보행자겸용도로,Y,0,0.0774,0,0,0,0,0.0,0.253623188405797,0.11177677560005986,0.4910879540880788,0.29465277245284727
37.826794,127.511767,37.836717,127.508467,1.2,1.5,자전거전용도로,Y,0,0.0804,0,3,0,0,0.07317073170731708,0.253623188405797,0.11761172975399149,0.49447515757816923,0.32595338722982836
37.811109,127.521607,37.813046,127.510761,1.07,2.5,자전거보행자겸용도로,Y,1,0.1551,1,0,0,0,0.04065040650406505,0.253623188405797,0.22422040310342617,0.5296363132605942,0.3340419505579825
37.813046,127.510761,37.811109,127.521607,1.07,2.5,자전거보행자겸용도로,Y,1,0.1551,1,0,0,0,0.04065040650406505,0.253623188405797,0.22422040310342617,0.5296363132605942,0.3340419505579825
37.806735,127.526104,37.817211,127.519441,1.5,3.0,자전거보행자겸용도로,Y,1,0.1946,1,1,0,0,0.06504065040650407,0.253623188405797,0.2816508859298523,0.5348346173366242,0.3469170305645761
37.813188,127.51523,37.806793,127.525101,1.2,2.8,자전거보행자겸용도로,Y,1,0.1782,1,0,0,0,0.04065040650406505,0.253623188405797,0.2576117297539915,0.533967546513773,0.33664069050988976
37.816951,127.514508,37.825038,127.521506,1.2,3.0,자전거보행자겸용도로,Y,1,0.1933,1,3,0,0,0.11382113821138212,0.253623188405797,0.279150191292453,0.5348063438429554,0.3664122615903261
37.810578,127.497962,37.816951,127.514508,1.86,3.7,자전거우선도로,Y,1,0.2488,1,2,0,0,0.0894308943089431,0.253623188405797,0.3600363348793469,0.5414295783856539,0.36063010475496954
37.776159,127.466031,37.810578,127.497962,5.3,3.0,자전거보행자겸용도로,Y,1,0.2109,2,0,0,0,0.0813008130081301,0.253623188405797,0.31332635133690984,0.5473697486909398,0.3609421744178159
37.773089,127.460463,37.776159,127.466031,0.7,3.8,자전거우선도로,Y,1,0.2514,1,0,0,0,0.04065040650406505,0.253623188405797,0.3611362130506337,0.537889565406465,0.338993901845505
37.772009,127.452293,37.773089,127.460463,0.8,3.2,자전거보행자겸용도로,Y,1,0.2066,0,0,0,0,0.0,0.253623188405797,0.29735439331438224,0.533298307794877,0.31997898467692615
37.762774,127.444841,37.772009,127.452293,1.18,3.0,자전거우선도로,Y,1,0.1932,0,0,0,0,0.0,0.253623188405797,0.2789834783166264,0.5348063438429554,0.32088380630577323
37.745165,127.43601,37.762774,127.444841,2.2,3.3,자전거보행자겸용도로,Y,1,0.2202,0,0,0,0,0.0,0.253623188405797,0.31979353239147623,0.5420886392895835,0.3252531835737501
37.680599,127.375914,37.685996,127.369048,0.88,2.3,자전거보행자겸용도로,Y,1,0.1392,2,0,0,0,0.0813008130081301,0.253623188405797,0.20109816829461175,0.5267197952474869,0.34855220235174417
37.747258,127.42843,37.773299,127.372598,6.96,7.0,자전거우선도로,Y,1,0.5191,5,0,0,0,0.20325203252032523,0.253623188405797,0.75793275909975,0.6080026343902624,0.4461023936422875
37.818089,127.326049,37.817447,127.32624,1.21,3.0,자전거우선도로,Y,1,0.1933,0,0,0,0,0.0,0.253623188405797,0.27923354778036635,0.5348346173366242,0.3209007704019745
37.737842,127.431807,37.742902,127.432596,0.68,3.0,자전거우선도로,Y,1,0.1911,0,0,0,0,0.0,0.253623188405797,0.2748156539209609,0.5331336842107448,0.3198802105264469
37.657749,127.378205,37.67277,127.381994,1.195,3.7,자전거보행자겸용도로,Y,1,0.246,1,0,0,0,0.04065040650406505,0.253623188405797,0.3544931284331118,0.5414013048919851,0.3411009455368171
37.819627,127.514469,37.820657,127.519006,0.49,2.9,자전거보행자겸용도로,Y,1,0.1827,1,3,0,0,0.11382113821138212,0.253623188405797,0.2624626498813773,0.5323447076698377,0.3649352798864554
37.820778,127.512488,37.825352,127.512452,0.49,2.0,자전거보행자겸용도로,Y,1,0.115,1,3,0,0,0.11382113821138212,0.253623188405797,0.16553957295830038,0.4989356757890486,0.344889860757982
37.818009,127.511057,37.821309,127.51283,0.47,3.5,자전거보행자겸용도로,Y,1,0.2278,1,3,0,0,0.11382113821138212,0.253623188405797,0.3269113215209353,0.5374962725237287,0.36802621879879005
37.838907,127.505139,37.83798,127.499244,0.55,1.5,자전거보행자겸용도로,Y,0,0.0776,0,0,0,0,0.0,0.253623188405797,0.1121935580396264,0.4910879540880788,0.29465277245284727
37.6100976,127.1102563,37.6165592295,127.10975613,0.08,1.5,자전거보행자겸용도로,Y,0,0.0756,1,0,1,8,0.0714560236511456,0.253623188405797,0.10827580310770087,0.48795468783395923,0.3213552221608338
37.58320712,127.084164,37.5792086847,127.0812079775,0.21,1.5,자전거전용도로,Y,0,0.0761,1,0,0,14,0.06610495195861049,0.253623188405797,0.10935943745057389,0.48795468783395923,0.3192147934838197
37.57920868,127.081208,37.5798072076,127.0757995578,0.32,1.5,자전거전용도로,Y,0,0.0766,1,0,0,12,0.06246858832224687,0.253623188405797,0.11027635881762028,0.4881413189517926,0.3178722266999743
37.59835362,127.1148164,37.603111399,127.1162801461,0.38,1.5,자전거보행자겸용도로,Y,0,0.0769,3,0,1,0,0.13821138211382117,0.253623188405797,0.11077649774510014,0.48814749888300113,0.3481730521753291
37.6153857,127.0948865,37.6141617434,127.1009266467,0.54,1.5,자전거보행자겸용도로,Y,0,0.0775,2,1,0,17,0.13660014781966004,0.253623188405797,0.11211020155171308,0.4910879540880788,0.3492928315807113
37.61281646,127.1009461,37.6100975955,127.110256286,0.18,1.5,자전거보행자겸용도로,Y,0,0.076,2,0,1,8,0.11210643015521066,0.253623188405797,0.10910936798683396,0.48795468783395923,0.3376153847624598
37.61446295,127.1051519,37.617958,127.111358,0.8,1.5,자전거보행자겸용도로,Y,0,0.0787,0,0,1,8,0.030805617147080563,0.253623188405797,0.11427747023745913,0.4929241583442724,0.30807674186539563
37.61311939,127.1123062,37.6144629486,127.1051518655,1.5,1.5,자전거보행자겸용도로,Y,0,0.0817,1,0,1,8,0.0714560236511456,0.253623188405797,0.12011242439139078,0.4961584506924471,0.3262774798759265
37.61511173,127.0698051,37.6148098051,127.0735263155,2.15,1.5,자전거보행자겸용도로,Y,0,0.0845,2,2,0,29,0.18280857354028088,0.253623188405797,0.12553059610575587,0.49755725584774446,0.37165778292475904
37.61511173,127.0698051,37.57131973,127.0803241,5.15,1.5,자전거보행자겸용도로,Y,0,0.0974,3,2,0,55,0.2707317073170732,0.253623188405797,0.15053754247974865,0.5098627839472043,0.4142103532951519
37.61696711,127.0913608,37.6163496296,127.092644,0.52,1.5,자전거전용도로,Y,0,0.0775,4,1,0,14,0.21244641537324466,0.253623188405797,0.11194348857588647,0.4910879540880788,0.37963133860214515
37.60656359,127.0927248,37.6198943887,127.0837446243,1.77,1.2,자전거전용도로,Y,0,0.0603,7,3,0,40,0.43045084996304517,0.253623188405797,0.0900553572573578,0.4825485929316569,0.4617094957442122
37.6153857,127.0948865,37.6097690028,127.0989769051,0.42,1.5,자전거보행자겸용도로,Y,0,0.077,3,0,1,20,0.17457501847745754,0.253623188405797,0.11110992369675338,0.4882656240532903,0.36278938182295717
37.61357623,127.0924085,37.6158126968,127.0937379261,0.74,1.5,자전거보행자겸용도로,Y,0,0.0784,5,1,0,14,0.2530968218773097,0.253623188405797,0.11377733130997927,0.49241601624379305,0.3966883384971997
37.61531513,127.0898585,37.617008,127.09046,0.15,1.5,자전거전용도로,Y,0,0.0759,5,1,0,17,0.25855136733185513,0.253623188405797,0.10885929852309403,0.48795468783395923,0.3961933596331176
37.60929753,127.0949042,37.6065635857,127.0927248419,0.46,1.5,자전거전용도로,Y,0,0.0772,4,1,0,16,0.2160827790096083,0.253623188405797,0.11144334964840662,0.4895061437411998,0.3801367978485632
37.5876269003,127.1421073573,37.5900160078,127.1488741783,0.69,2.5,자전거보행자겸용도로,Y,1,0.1535,1,0,0,0,0.04065040650406505,0.253623188405797,0.22105285656272042,0.5293282347411195,0.33385710344629765
37.5871885131,127.1482390941,37.5957303394,127.1529799988,1.16,2.0,자전거보행자겸용도로,Y,1,0.1178,3,0,0,0,0.12195121951219515,0.253623188405797,0.1711244576484921,0.5115388972794676,0.3557038261725586
37.578330612,127.1459871791,37.59411656,127.1506167079,1.71,2.0,자전거보행자겸용도로,Y,1,0.1202,1,0,0,0,0.04065040650406505,0.253623188405797,0.17570906448372411,0.5123965971573239,0.3236981208960203
37.591763512,127.1501298502,37.5931135014,127.1526990751,0.38,3.0,자전거보행자겸용도로,Y,1,0.1898,2,0,0,0,0.0813008130081301,0.253623188405797,0.27231495928356164,0.5325948620222223,0.3520772424165854
37.5944413648,127.1548768482,37.5944413648,127.1548768482,0.14,2.0,자전거보행자겸용도로,Y,1,0.1135,2,0,0,0,0.0813008130081301,0.253623188405797,0.16262209588133456,0.4959400100548411,0.3300843312361567
37.5941197086,127.1516650039,37.5929475588,127.1623431304,1.2,2.0,자전거보행자겸용도로,Y,1,0.118,3,0,0,0,0.12195121951219515,0.253623188405797,0.17145788360014536,0.5115388972794676,0.3557038261725586
37.5946470061,127.1492945906,37.5936969289,127.1608156212,0.9,2.0,자전거보행자겸용도로,Y,1,0.1167,3,0,0,0,0.12195121951219515,0.253623188405797,0.16895718896274606,0.5075814427677652,0.3533293534655372
37.5946470061,127.1492945906,37.6003928433,127.1415223903,2.3,1.5,자전거보행자겸용도로,Y,0,0.0851,1,0,0,0,0.04065040650406505,0.253623188405797,0.1267809434244555,0.49755725584774446,0.31479451611027265
37.597188454,127.1346839725,37.5977596624,127.1430476921,2.2,1.5,자전거보행자겸용도로,Y,0,0.0847,2,0,0,0,0.0813008130081301,0.253623188405797,0.12594737854532242,0.49755725584774446,0.3310546787118987
37.5885401349,127.1305152051,37.6004269126,127.1304351306,1.44,2.0,자전거보행자겸용도로,Y,1,0.1191,3,0,0,0,0.12195121951219515,0.253623188405797,0.17345843931006477,0.5117865041033977,0.3558523902669166
37.6005715587,127.1175879975,37.601100943,127.1307276922,1.08,1.5,자전거보행자겸용도로,Y,0,0.0799,4,0,1,0,0.1788617886178862,0.253623188405797,0.11661145189903178,0.49447301103870694,0.3682285220703786
37.6040048818,127.1328930457,37.6071646472,127.1311330909,0.39,2.0,자전거보행자겸용도로,Y,1,0.1145,2,1,0,0,0.10569105691056913,0.253623188405797,0.1647060080791673,0.49651453625264913,0.3401851445158171
37.6041192076,127.1478026043,37.6051262115,127.1481807609,0.11,1.2,자전거보행자겸용도로,Y,0,0.0531,1,0,0,0,0.04065040650406505,0.253623188405797,0.07621818026374848,0.4782067167361359,0.30318419264330754
37.6067856717,127.1455884579,37.6051262115,127.1481807609,0.25,1.2,자전거보행자겸용도로,Y,0,0.0537,1,1,0,0,0.06504065040650407,0.253623188405797,0.0773851710945348,0.4784669009423597,0.3130964007280174
37.6069667583,127.1392172948,37.6051691854,127.1461815325,0.36,1.2,자전거보행자겸용도로,Y,0,0.0542,1,1,0,0,0.06504065040650407,0.253623188405797,0.07830209246158121,0.4791226292022975,0.3134898376839801
37.6069667583,127.1392172948,37.6067856717,127.1455884579,1.34,1.2,자전거보행자겸용도로,Y,0,0.0584,1,1,0,0,0.06504065040650407,0.253623188405797,0.08647102827708551,0.4825118661174925,0.31552337983309714
