개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,객실수,건물용도명,건축연면적,기념품종류,데이터갱신시점,도로명주소,무대면적,문화사업자구분명,문화체육업종명,보험기관명,보험시작일자,보험종료일자,상세영업상태명,상세영업상태코드,선박제원,선박척수,선박총톤수,시설규모,시설면적,영문상호명,영문상호주소,영업상태코드,자본금,전화번호,제작취급품목내용,좌석수,좌표정보(X),좌표정보(Y),주변환경명,지번주소,지상층수,지역구분명,지하층수,총층수,회의실별동시수용인원,최종수정시점
3730000,CDFI3261052021000001,2015-12-31,,영업/정상,,,,,44951,재단법인 울산관광재단,I,,,,,2025-12-15 16:15:28,울산광역시 울주군 삼남읍 울산역로 255,,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0522551823,,,393167.505122869    ,230515.983376813    ,,울산광역시 울주군 삼남읍 교동리 1683-1 ,,,,,,2021-05-10 16:08:03
3740000,CDFI3261052009000001,2009-12-16,,폐업,2024-02-06,,,441-440,,(주)골드투어,I,,,,,2025-12-15 16:15:28,경기도 수원시 권선구 하탑로 56-1  (탑동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,100000000,,,,197965.489865626    ,418580.384519429    ,,경기도 수원시 권선구 탑동 885-6 ,,,,,,2024-02-07 09:17:51
3900000,CDFI3261052017000001,2017-06-23,,폐업,2021-12-14,,,,22313,(합)국제관광여행사,I,,,,,2025-12-15 16:15:28,"인천광역시 중구 제물량로 257 (항동1가, (주)파라다이스인천)",,,관광순환버스업,,,,폐업,03,,,,,,,,03,,,,,166041.638875376    ,441398.812340861    ,,인천광역시 중구 항동1가 3-2 ,,,,,,2021-12-14 16:42:07
3900000,CDFI3261052017000002,2017-06-23,,폐업,2021-12-28,,,,14246,광명시시설관리공단,I,,,,,2025-12-15 16:15:28,"경기도 광명시 철망산로 94 (하안동, 골프연습장)",,,관광순환버스업,,,,폐업,03,,,,,,,,03,,,,,189262.709617478    ,440764.339920983    ,,경기도 광명시 하안동 24 ,,,,,,2021-12-29 13:29:33
3900000,CDFI3261052020000001,2020-07-29,,폐업,2020-11-30,,,,13944,(주)블루관광여행사,I,,,,,2025-12-15 16:15:28,"경기도 안양시 동안구 관악대로 292, 2층 (관양동)",,,관광순환버스업,,,,폐업,03,,,,,,,,03,,0314412241,,,195971.008667616    ,433362.792663682    ,,경기도 안양시 동안구 관양동 1441 2층 ,,,,,,2020-12-02 09:53:05
3900000,CDFI3261052021000001,2021-07-06,,취소/말소/만료/정지/중지,2021-12-10,,,,18455,한국스마트버스(협),I,,,,,2025-12-15 16:15:28,"경기도 화성시 동탄문화센터로 61, 아시아 프라자 763호 (반송동)",,,관광순환버스업,,,,직권말소,35,,,,,,,,04,,07043372466,,,,,,경기도 화성시 반송동 107-7 아시아 프라자 ,,,,,,2021-12-10 12:50:50
3940000,CDFI3261052018000001,2018-05-23,,영업/정상,,,,,10403,(주)뉴그랜드 관광,I,,,,,2026-03-26 21:41:21,"경기도 고양시 일산동구 중앙로 1233, 현대타운빌 433호 (장항동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0319160033,,,180032.677919274    ,461590.735695419    ,,경기도 고양시 일산동구 장항동 848-1 현대타운빌 ,,,,,,2018-05-23 13:22:44
3940000,CDFI3261052014000001,2014-05-20,,영업/정상,,,,410-315,,(주)예원관광여행사,I,,근린생활시설,,,2026-03-26 21:41:18,"경기도 고양시 일산동구 탄중로 311-16, 501호 (중산동, 한진프라자)",,,관광순환버스업,,,,영업중,13,,,,34,33.97,,,01,,,,,180539.929390764    ,465776.82553254     ,,경기도 고양시 일산동구 중산동 1560-3 ,,,,,,2014-05-20 08:52:29
4060000,CDFI3261052022000001,2022-09-07,,폐업,2024-01-22,,,,10857,주식회사 탑클래스 리무진,I,,,,,2025-12-15 16:15:28,"경기도 파주시 탄현면 엘지로 620, 202호",,,관광순환버스업,,,,폐업,03,,,,,,,,03,,,,,176864.301728048    ,480629.989221179    ,,경기도 파주시 탄현면 낙하리 291-10 ,,,,,,2024-01-22 17:21:58
4160000,CDFI3261052014000001,2014-03-10,,영업/정상,,,,477-804,12420,가평교통 주식회사,I,,,,,2025-12-15 16:15:28,경기도 가평군 가평읍 가화로 51,,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,245302.923444181    ,480355.679263799    ,,경기도 가평군 가평읍 대곡리 168-9 ,,,,,,2020-11-27 15:27:57
4181000,CDFI3261052014000001,2014-09-30,,영업/정상,,,,200-966,24367,매일관광(주),I,,,,,2025-12-15 16:15:28,강원특별자치도 춘천시 춘천로44번길 4 (퇴계동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0332534567,,,263596.962817693    ,485332.145494401    ,,강원특별자치도 춘천시 퇴계동 1135 ,,,,,,2014-09-30 09:33:20
4181000,CDFI3261052010000001,2010-12-09,,폐업,2018-12-31,,,200-070,,(자)한일여행사,I,,,,,2025-12-15 16:15:28,강원특별자치도 춘천시 아침길 10  (조양동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,350000000,0332575533,,,264173.833925259    ,486480.851915096    ,,강원특별자치도 춘천시 조양동 15-2 ,,,,,,2019-01-24 18:02:54
4191000,CDFI3261052017000001,2017-08-03,,영업/정상,,,,,26448,천호관광합자회사,I,,,,,2025-12-15 16:15:28,강원특별자치도 원주시 남원로 564 (개운동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,341000000,0337631005,,,283958.907452086    ,426224.681317642    ,,강원특별자치도 원주시 개운동 434-4 ,,,,,,2017-08-03 12:43:48
4191000,CDFI3261052024000001,2024-02-27,,영업/정상,,,,,26364,주식회사 천호투어,I,,,,,2025-12-15 16:15:28,강원특별자치도 원주시 문막읍 보통로 119,,,관광순환버스업,,,,영업중,13,,,,,,,,01,300000000,0337631005,,,275526.080519584    ,426419.625739645    ,,강원특별자치도 원주시 문막읍 동화리 87 ,,,,,,2024-02-27 17:44:15
4211000,CDFI3261052009000001,2009-10-15,,휴업,,2011-12-26,2012-12-26,240-041,25728,(주)미래관광,I,,,,,2026-03-26 21:31:12,강원특별자치도 동해시 해안로 520 (발한동),,,관광순환버스업,,,,휴업,02,,,,,,,,02,,,,,386204.630562403    ,451445.282635359    ,,강원특별자치도 동해시 발한동 208-1 ,,,,,,2017-01-03 18:22:18
4221000,CDFI3261052012000001,2012-07-19,,영업/정상,,,,235-801,26007,영암고속(주),I,,,,,2026-03-26 21:30:20,"강원특별자치도 태백시 광장로 6 (황지동, 영암운수)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,935000000,0335537799,,,376268.905091342    ,410150.688450577    ,,강원특별자치도 태백시 황지동 270-1 영암운수 ,,,,,,2012-07-19 15:23:00
4221000,CDFI3261052014000003,2014-06-12,2017-11-29,취소/말소/만료/정지/중지,,,,235-120,26044,(합자)월드하나,I,,,,,2026-03-26 21:30:33,강원특별자치도 태백시 문곡길 4 (문곡동),,,관광순환버스업,,,,등록취소,31,,,,,,,,04,50000000,0335829651,,,377972.644012669    ,404350.019256985    ,,강원특별자치도 태백시 문곡동 34-18 ,,,,,,2017-11-29 16:42:59
4221000,CDFI3261052019000001,2019-01-31,,영업/정상,,,,,26039,(합)태백산고속관광,I,,,,,2026-03-26 21:30:35,강원특별자치도 태백시 태백로 1232 (황지동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,240000000,0335529488,,,376872.182549991    ,407059.130910477    ,,강원특별자치도 태백시 황지동 118-13 ,,,,,,2020-03-11 13:11:19
4221000,CDFI3261052014000002,2014-06-12,,폐업,2017-07-28,,,235-800,26021,(주)뉴대성관광,I,,,,,2026-03-26 21:30:27,강원특별자치도 태백시 황지로 4 (황지동),,,관광순환버스업,,,,폐업,03,,,,,,,,03,150000000,0335529488,,,376659.986599994    ,408252.77058494     ,,강원특별자치도 태백시 황지동 91-8 ,,,,,,2017-08-02 10:31:48
4221000,CDFI3261052014000001,2014-06-12,,영업/정상,,,,235-800,26013,(명)스카이여행사,I,,,,,2026-03-26 21:30:23,강원특별자치도 태백시 번영로 366 (황지동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,600000000,0335529560,,,376971.280330681    ,409589.228400198    ,,강원특별자치도 태백시 황지동 29-47 ,,,,,,2014-06-12 15:56:57
4231000,CDFI3261052009000001,2009-05-26,,폐업,,,,217-070,,속초시시설관리공단,I,,,,,2026-03-26 21:06:12,,,,관광순환버스업,,,,폐업,03,,,,,,,,03,,0336392593,,,,,,강원특별자치도 속초시 노학동 973 ,,,,,,2021-04-02 10:59:13
4241000,CDFI3261052017000001,2017-02-14,,영업/정상,,,,,25930,(주)굿프랜드,I,,,,,2025-12-15 16:15:28,"강원특별자치도 삼척시 중앙로 100, 1층 (사직동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0335753575,,,391982.452356757    ,439106.941821431    ,,강원특별자치도 삼척시 사직동 259-4 ,,,,,,2020-07-07 09:22:07
4241000,CDFI3261052013000003,2013-09-25,,영업/정상,,,,245-010,25921,(자)봉황관광,I,,,,,2025-12-15 16:15:28,강원특별자치도 삼척시 척주로 27 (남양동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,200000000,0335730440,,,391707.973631326    ,440218.435324894    ,,강원특별자치도 삼척시 남양동 16-4 ,,,,,,2013-09-25 17:57:10
4241000,CDFI3261052013000002,2013-09-25,,영업/정상,,,,245-120,25908,(자)이사부관광,I,,,,,2025-12-15 16:15:28,강원특별자치도 삼척시 마달길 67 (마달동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,200000000,0335735077,,,390802.35472216     ,441566.886695616    ,,강원특별자치도 삼척시 마달동 24-1 ,,,,,,2019-06-27 19:05:37
4241000,CDFI3261052013000001,2013-09-25,,영업/정상,,,,245-010,25920,(합)뉴삼일관광,I,,,,,2025-12-15 16:15:28,강원특별자치도 삼척시 중앙로 207 (남양동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,200000000,0335414300,,,391751.458630868    ,439943.291364372    ,,강원특별자치도 삼척시 남양동 55-72 ,,,,,,2013-09-25 17:52:56
4281000,CDFI3261052020000001,2020-08-31,,영업/정상,,,,,25376,(합자)강원관광,I,,,,,2025-12-15 16:15:28,강원특별자치도 평창군 평창읍 평창중앙로 50,,,관광순환버스업,,,,영업중,13,,,,,,,,01,150000000,0333349600,,,323563.046913582    ,430479.878088015    ,,강원특별자치도 평창군 평창읍 하리 157-4 ,,,,,,2020-08-31 11:40:02
4291000,CDFI3261052013000001,2013-02-21,,영업/정상,,,,233-807,26132,(합)보람관광,I,,,,,2025-12-15 16:15:28,강원특별자치도 정선군 정선읍 정선로 1231,,,관광순환버스업,,,,영업중,13,,,,,,,,01,150000000,0335630561,,,346227.289101665    ,432131.883229397    ,,강원특별자치도 정선군 정선읍 북실리 742-1 ,,,,,,2013-02-21 16:12:15
4291000,CDFI3261052012000001,2012-04-25,,영업/정상,,,,,26149,(합)산아리관광,I,,,,,2025-12-15 16:15:28,강원특별자치도 정선군 사북읍 배래치길 15,,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,360773.234476758    ,417172.207944236    ,,강원특별자치도 정선군 사북읍 직전리 552 ,,,,,,2020-03-19 09:58:51
4301000,CDFI3261052014000001,2014-07-02,,폐업,2014-07-30,,,269-811,24023,(주)한양관광여행사 철원지점,I,,,,,2025-12-15 16:15:28,강원특별자치도 철원군 동송읍 태봉로 1825,,,관광순환버스업,,,,폐업,03,,,,,,,,03,150000000,,,,225166.241871275    ,520474.837361192    ,,강원특별자치도 철원군 동송읍 장흥리 23-73 ,,,,,,2014-09-03 08:52:39
4520000,CDFI3261052021000002,2021-04-19,,영업/정상,,,,,31568,(주) 브이아이피투어,I,,,,,2026-03-26 22:36:14,"충청남도 아산시 시민로 150, VIP셀프손세차장 (용화동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,150000000,,,,199380.315873348    ,362460.879084675    ,,충청남도 아산시 용화동 475-4 VIP셀프손세차장 ,,전용주거지역,,,,2021-04-19 20:39:02
4520000,CDFI3261052021000001,2021-04-19,,영업/정상,,,,,31496,(주)뉴스마일투어,I,,,,,2026-03-26 22:36:14,충청남도 아산시 배방읍 호서로 281-5,,,관광순환버스업,,,,영업중,13,,,,,,,,01,50000000,,,,206690.989544139    ,361718.787072454    ,,충청남도 아산시 배방읍 회룡리 152-7 ,,전용주거지역,,,,2021-04-19 13:04:11
4520000,CDFI3261052025000001,2025-07-04,,영업/정상,,,,,31532,(주)충효관광,I,,,,,2026-03-26 22:36:14,충청남도 아산시 신창면 온천대로1092번길 29-10,,,관광순환버스업,,,,영업중,13,,,,66,66.25,,,01,100000000,0415322345,,,196455.768769522    ,364475.479266455    ,,충청남도 아산시 신창면 행목리 209-1 ,,,,,,2025-07-04 09:16:50
4671000,CDFI3261052020000001,2020-07-22,,영업/정상,,,,,54044,(유)새동양해외관광,I,,,,,2026-03-10 22:36:17,전북특별자치도 군산시 잠두1길 37 (구암동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,300000000,0634637171,,,178149.543616823    ,275755.068102611    ,,전북특별자치도 군산시 구암동 33-4 ,,,,,,2020-07-22 18:59:07
4681000,CDFI3261052004000001,2004-07-08,,영업/정상,,,,570-330,54590,(주)동양해외관광,I,,,,,2025-12-15 16:15:28,전북특별자치도 익산시 서동로46길 25 (석암동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,350000000,,,,200367.0443735      ,271486.286728818    ,,전북특별자치도 익산시 석암동 404-3 ,,,,,,2021-12-27 13:15:49
4681000,CDFI3261052017000001,2017-08-21,,영업/정상,,,,,54662,(유)이일관광,I,,,,,2025-12-15 16:15:28,"전북특별자치도 익산시 익산대로 167 (창인동1가, 이일관광)",,,관광순환버스업,,,,영업중,13,,,,,,I-iL Travel Service Ltd.,turism service facility business,01,500000000,0638544522,,,195183.52198168     ,271225.864176888    ,,전북특별자치도 익산시 창인동1가 10-12 ,,,,,,2021-08-20 17:45:23
4681000,CDFI3261052021000001,2021-03-17,,영업/정상,,,,,54620,(유)호남해외여행사,I,,,,,2025-12-15 16:15:28,"전북특별자치도 익산시 인북로 225-2, 호남관광 (남중동)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,700000000,0638544437,,,196046.613482546    ,272060.688524752    ,,전북특별자치도 익산시 남중동 65-7 호남관광 ,,,,,,2023-03-08 17:45:39
4711000,CDFI3261052021000001,2021-12-28,,폐업,2025-12-31,,,,54377,(유)벽성관광,I,,,,,2026-03-10 23:11:56,"전북특별자치도 김제시 요촌동길 50, 209동 104호 (검산동, 진우아파트)",,,관광순환버스업,,,,폐업,03,,,,,,,,03,200000000,0635486677,,,190457.303049409    ,256253.235537955    ,,전북특별자치도 김제시 검산동 1030-3 진우아파트 ,,,,,,2026-01-02 10:40:19
4711000,CDFI3261052026000001,2026-04-14,,영업/정상,,,,,54377,(유)벽성관광,I,,,,,2026-04-15 23:02:14,"전북특별자치도 김제시 요촌동길 50, 209동 104호 (검산동, 진우아파트)",,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,190457.303049409    ,256253.235537955    ,,전북특별자치도 김제시 검산동 1030-3 진우아파트 ,,,,,,2026-04-14 16:02:16
4711000,CDFI3261052025000001,2025-03-13,,영업/정상,,,,,54381,(유)지평선고속관광,I,,,,,2026-03-10 23:12:20,전북특별자치도 김제시 요촌북로 60 (요촌동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,160000000,0635451234,,,190029.146192397    ,256353.87383581     ,,전북특별자치도 김제시 요촌동 544-6 ,,,,,,2025-03-13 16:02:58
4711000,CDFI3261052024000001,2024-01-15,,영업/정상,,,,,54364,(유)신일고속관광,I,,,,,2026-03-10 23:12:13,전북특별자치도 김제시 구수동2길 14 (서암동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,,,,,189602.180470646    ,256833.815433948    ,,전북특별자치도 김제시 서암동 3-46 ,,,,,,2024-01-15 16:16:08
4711000,CDFI3261052023000001,2023-01-09,,영업/정상,,,,,54361,(유)현대관광,I,,,,,2026-03-10 23:12:05,전북특별자치도 김제시 콩쥐팥쥐로 241-30 (순동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,,0635446667,,,193404.242899963    ,257456.131838531    ,,전북특별자치도 김제시 순동 250-2 ,,,,,,2023-01-09 17:42:13
4711000,CDFI3261052019000001,2019-09-05,,영업/정상,,,,,54402,(유)금강산고속관광,I,,,,,2026-03-10 23:11:51,전북특별자치도 김제시 중앙로 285 (신풍동),,,관광순환버스업,,,,영업중,13,,,,,,,,01,610000000,0635488877,,,191055.701553983    ,254844.375313688    ,,전북특별자치도 김제시 신풍동 38-1 ,,,,,,2019-09-05 08:56:23
